#  donnees t,x,y pour uid=12408113
3.335937500000000000e+01 2.502869619715264893e+00 2.751235867751438691e-01
3.850000000000000000e+01 -2.794097401668660829e+00 -1.777338006852028807e+00
5.359375000000000000e+01 -2.801975428193649975e+00 -9.624194258779543709e-01
4.735937500000000000e+01 -1.402336504666623407e+00 2.739978695603220160e-01
5.381250000000000000e+01 -2.638726835028254669e+00 -6.153694822902500139e-01
1.410937500000000000e+01 -2.823659802623730730e+00 1.896901252969311669e+00
2.329687500000000000e+01 -1.578075914624422316e+00 -9.012564698497226301e-01
1.181250000000000000e+01 2.853765098830836067e-01 -7.986926265520264412e-01
3.292187500000000000e+01 1.643294694985188764e+00 -4.012130800712750411e-01
2.843750000000000000e+00 2.249602659914376357e+00 -1.444096471448989671e+00
2.592187500000000000e+01 2.815751745374081239e+00 -4.239386013154433086e-01
3.237500000000000000e+01 7.435292517650305966e-01 -1.219835102074280364e+00
5.140625000000000000e+00 -2.161934404505069907e+00 -1.802736833547932960e-01
2.515625000000000000e+01 2.057347342608408791e+00 -1.547678485635845647e+00
3.685937500000000000e+01 -1.646502867496206557e+00 -1.271448145630486859e-01
3.828125000000000000e+00 5.247673523627871539e-01 -1.616744378832150719e+00
4.309375000000000000e+01 2.075845135080171211e+00 1.012973377766561267e+00
4.123437500000000000e+01 2.270818807120916549e+00 1.346702952384067231e+00
4.801562500000000000e+01 -1.504164175192741759e-01 1.269390628781738473e+00
8.640625000000000000e+00 1.502238532492246925e+00 2.769663974409799501e-01
1.071875000000000000e+01 2.565262444372585993e+00 -1.783823409251009018e+00
3.171875000000000000e+00 1.486499264126780462e+00 -1.798345798683884667e+00
3.029687500000000000e+01 -2.666895965895266229e+00 -9.531046178117792422e-01
2.231250000000000000e+01 -2.788601833007159136e+00 8.200798941136429043e-01
2.537500000000000000e+01 2.532226807968262161e+00 -1.313369176517381609e+00
3.653125000000000000e+01 -1.383512117614936310e+00 2.029674296849412751e-01
4.812500000000000000e+00 -1.586439153325541529e+00 -8.007446504009908539e-01
4.112500000000000000e+01 2.131094190247292630e+00 1.094469363855945510e+00
4.473437500000000000e+01 -1.364385069369967063e+00 -1.364192462846752774e+00
4.287500000000000000e+01 2.300651383646059145e+00 1.122475030784566785e+00
4.046875000000000000e+00 -1.136462633455718602e-01 -1.514350959256395956e+00
4.057812500000000000e+01 1.155786877064706175e+00 5.299259377930969350e-01
2.810937500000000000e+01 -1.107646384372145409e-01 1.592876792046863166e+00
5.118750000000000000e+01 1.630014031540948372e+00 -8.303442116321478883e-01
4.571875000000000000e+01 -2.819481018989529630e+00 -1.610666207342154488e+00
3.500000000000000000e+01 2.154778613346108873e+00 1.652826353193602937e+00
2.285937500000000000e+01 -2.039227281393644287e+00 -3.002396935335125416e-01
9.296875000000000000e+00 2.268313451281135595e+00 -9.559201448894442121e-01
1.542187500000000000e+01 -1.358356506564002864e+00 3.619696001246111572e-01
6.671875000000000000e+00 -2.528219780257953353e+00 1.592263605320344277e+00
9.843750000000000000e-01 1.830603612650909540e+00 1.260464981277725327e+00
6.234375000000000000e+00 -2.732390358665556906e+00 1.274920877371963357e+00
4.210937500000000000e+01 3.022799854317166357e+00 1.862742822767399664e+00
2.964062500000000000e+01 -2.639978035818955071e+00 3.270716605642986496e-01
9.734375000000000000e+00 2.872692005700100193e+00 -1.357231992208173255e+00
3.696875000000000000e+01 -1.948527346222272971e+00 -4.513663419089705697e-01
4.746875000000000000e+01 -1.305106165342070135e+00 3.493127191763896189e-01
3.795312500000000000e+01 -2.642862734436221661e+00 -1.492648386915443881e+00
3.193750000000000000e+01 -1.499997318807278490e-01 -1.745328364382344288e+00
3.456250000000000000e+01 2.543494127513119984e+00 1.578502692168004318e+00
1.312500000000000000e+00 2.362948929251071473e+00 8.282057945750416206e-01
5.534375000000000000e+01 -1.276442709094844474e+00 1.556405851444204513e+00
1.323437500000000000e+01 -2.483277444394194067e+00 1.256120652459162601e+00
2.406250000000000000e+01 2.074363911042856612e-01 -1.782237649248481270e+00
3.959375000000000000e+01 -1.015998206748310428e+00 -9.707906315651089191e-01
5.687500000000000000e+00 -2.745287116412327588e+00 6.967697172628593005e-01
5.337500000000000000e+01 -2.573289736242113435e+00 -1.166980937380750705e+00
4.014062500000000000e+01 2.699170082204480625e-01 -1.913275125213969863e-01
2.110937500000000000e+01 -1.879833180578132534e+00 1.717839402317713038e+00
3.675000000000000000e+01 -1.406661977540560882e+00 7.100307991128065876e-02
1.782812500000000000e+01 2.809783143721877430e+00 -1.632995539153271114e+00
3.751562500000000000e+01 -2.807213189812798770e+00 -1.087824207288077716e+00
3.948437500000000000e+01 -1.185137017995017805e+00 -9.792309567809500681e-01
5.414062500000000000e+01 -2.713153290034232334e+00 -1.965312465882166626e-01
5.468750000000000000e+01 -2.557437789419043650e+00 5.438093620891683022e-01
1.225000000000000000e+01 -5.273365398865772491e-01 -1.421496726576997049e-01
3.412500000000000000e+01 3.024328406732790686e+00 1.130182795275588292e+00
2.559375000000000000e+01 2.455584718672493505e+00 -1.008556524457098424e+00
3.062500000000000000e+01 -2.696731363683257943e+00 -1.084137121707333673e+00
2.800000000000000000e+01 7.422874311041299800e-02 1.913271398645322252e+00
1.006250000000000000e+01 3.021741650542158375e+00 -1.592327683213488720e+00
2.154687500000000000e+01 -2.699104471360297186e+00 1.470148441616747848e+00
5.271875000000000000e+01 -1.419092438429721437e+00 -1.742446120615085858e+00
2.253125000000000000e+01 -2.747589540874095348e+00 3.397714208877680164e-01
1.082812500000000000e+01 2.250374289099602354e+00 -1.604358521302361007e+00
2.898437500000000000e+01 -1.841149809815123106e+00 1.252387769796808215e+00
